Esthera,58.204,11.916,4.927,10.229,2.909,3.849,13.641,2.716,5.897,0.096,2.024
Gorgh,56.677,12.082,5.229,22.322,0,0,11.299,2.774,0,0.959,2.012
RJ,55.033,8.55,25.847,4.286,16.35,0,0,0,0,0,0
Danimoth,54.2,8.096,8.817,9.809,7.367,1.54,2.642,0.603,5.7,2.044,7.582
GreyKoan,54.171,32.328,21.139,0.704,0,0,0,0,0,0,0
Kale,53.95,20.217,0,18.813,0,0,0,0,0,5.206,9.714
Kickern,53.379,0,0,0,0,0,0,0,19.794,23.389,10.196
Neophyte,53.354,0,1.667,0.186,18.309,17.42,10.663,5.109,0,0,0
Debus,52.334,31.965,19.046,1.323,0,0,0,0,0,0,0
Jocke,51.547,13.235,18.772,0.065,0,0,0,18.536,0.939,0,0
DanTheMan,51.376,6.0,0,0.065,5.301,11.485,0.483,0.563,6.826,13.575,7.078
Craghack,50.489,25.858,2.33,0,0,0.026,5.854,7.51,5.336,1.358,2.217
Erix,50.125,11.928,3.155,3.204,1.036,0.351,5.694,8.552,2.114,14.091,0
DavetheGoliath,49.784,12.913,15.429,12.303,9.139,0,0,0,0,0,0
dCLCp,49.529,14.335,4.006,28.996,2.192,0,0,0,0,0,0
Stevie Wonder,48.205,0,3.749,23.908,12.705,7.843,0,0,0,0,0
Triggered,47.198,0,26.297,0,0,0,0,0,0,3.1,17.801
King Jota,46.545,0,0.0,7.344,20.903,4.25,8.527,1.401,3.705,0.415,0
Riddlesinthedark,45.823,0,0,0,0,0.79,11.964,23.779,8.374,0.916,0
SatansArsonMilitia,42.166,34.86,7.306,0,0,0,0,0,0,0,0
Vovin,41.906,0.236,1.005,0.072,2.12,0.049,0.869,3.331,0.687,2.414,31.123
Jabba,41.484,0,0,0,0,0,0,0,0,41.027,0.457
Full Garous,41.204,6.163,4.422,5.529,22.063,0.112,1.279,0,0.33,0.015,1.291
Drads,40.354,7.522,9.857,1.577,3.956,7.465,0.031,2.282,0.001,2.48,5.183
squarewave,40.153,0.974,0,0,0.055,1.833,30.199,7.092,0,0,0
Mandos,39.591,0,0,0,0,0,0,0,0,0,39.591
TheThing,39.353,0,0,0,0,0,0,4.479,6.609,25.881,2.384
TitoB,37.014,0,0,0,0,0,0,0,0,18.246,18.768
MustacheLess Luigi,35.219,20.992,3.067,2.822,0,0.948,3.449,0.0,3.846,0.095,0
Cloud Panda,33.354,0,6.108,12.957,3.732,10.557,0,0,0,0,0
Hanzogod666,32.82,0,0,3.439,13.684,7.665,8.032,0,0,0,0
Master Yoda,32.096,2.242,2.504,0.984,2.715,6.422,5.14,3.01,5.534,2.535,1.01
Sommarhydda,31.973,0.046,1.058,0.141,25.871,0.893,0.051,0,1.536,0.302,2.075
Yami,31.959,2.356,0.233,1.948,7.88,0.697,3.445,2.733,0.445,7.627,4.595
Palaiyot,31.884,0,13.844,12.708,5.332,0,0,0,0,0,0
jahmes,29.089,0.624,1.145,5.021,5.344,11.414,0,0,0,0.09,5.451
Asanka456,28.96,0.479,9.887,0.094,14.917,0.633,0.621,1.198,0.0,1.127,0.004
ZachSmack,28.564,0,0.0,10.597,5.574,4.383,0,8.01,0,0,0
LraE,28.435,19.209,0.477,7.922,0.827,0,0,0,0,0,0
lokiramza,27.728,11.042,15.768,0.115,0.802,0.001,0,0,0,0,0
FacettedBag,26.871,0,0,0,0,0,0,0,26.871,0,0
Zar,26.87,26.87,0,0,0,0,0,0,0,0,0
Crichton,25.403,0,0.11,0.319,0.066,0,10.849,5.593,7.854,0.592,0.02
MeeSAX,24.49,10.087,2.615,0.043,0.084,1.607,4.754,0.107,5.193,0,0
Rask,23.613,0,0,0,0,7.004,15.063,1.546,0,0,0
GoodJob,22.91,0,11.661,6.728,4.521,0,0,0,0,0,0
pakdee,22.44,0,0,0,0,0,0,5.301,4.526,12.613,0
w3bst3r,22.434,0,22.434,0,0,0,0,0,0,0,0
NoMeTsChris,21.976,0,0,10.647,11.329,0,0,0,0,0,0
Justin,21.72,0,0.019,0,0,0.437,0,5.958,7.812,0.621,6.873
Sarmis,21.672,0,0,0,0,1.043,8.787,4.804,6.138,0.9,0
Jeff,21.253,0,0,0,0,0,0,2.327,0.047,12.586,6.293
Gintokun,20.56,0.615,0,0.519,6.052,8.451,0,1.736,2.738,0.449,0
Tjockochgammal,20.369,0,0,0,0,0,0,3.166,1.587,12.571,3.045
Disco,19.957,0,0,5.88,8.206,0.106,1.881,3.873,0.011,0,0
Bespoked,19.767,19.767,0,0,0,0,0,0,0,0,0
B,19.229,19.229,0,0,0,0,0,0,0,0,0
Payfoot,18.404,0,0,0,0,4.239,0,2.377,0,9.134,2.654
DnumroV,17.608,0,0,7.994,9.614,0,0,0,0,0,0
Maginot,17.325,0,0,0,0,0,0,0,0.018,7.372,9.935
Jaune,17.102,9.297,7.805,0,0,0,0,0,0,0,0
Parfittron,16.961,0,0,0,0,0,0.0,7.789,0,0,9.172
King Titus,16.233,16.233,0,0,0,0,0,0,0,0,0
Mithrandir,16.099,3.12,1.374,3.757,7.838,0.01,0,0,0,0,0
DeadEd,15.867,0,0,0,0,0,0,1.689,2.327,11.851,0
Ron1n,15.784,0,0,0,0,0.005,2.789,1.395,3.959,0.088,7.548
Gil,15.536,9.481,5.874,0.181,0,0,0,0,0,0,0
Temujin83,15.531,0,0,0,0,0,0,11.973,0.639,1.625,1.294
Winterr,15.349,0.001,0.544,0.002,5.781,0.011,2.389,0.247,2.661,1.159,2.554
Drachetanzer,15.085,0,0,0,0,0,0,15.085,0,0,0
Chud,14.947,0,0,0,0,0,0,0,0,9.773,5.174
dtql,14.92,0,0,0,0,0,0,0,0,0,14.92
TeFinete,14.885,11.514,0,0.118,2.338,0.279,0.415,0.074,0,0.004,0.143
Pasi,14.351,0,0,0,0,0,0,0,0.07,3.673,10.608
Popycorn,14.324,14.324,0,0,0,0,0,0,0,0,0
TimR,13.996,0,0,0,0,0,0,0,0,13.996,0
Ares Titan,13.508,0,0,8.635,0,0,0,0,2.883,0.926,1.064
edge,13.29,0,0,0,0,0,0,0,0,0,13.29
Xermaxm,12.893,0,0,0,0,0,0,0.023,3.52,0.461,8.889
Lieke,12.626,0.12,0.195,0.324,0,0,0.282,3.397,3.863,4.38,0.065
Oceanu,10.613,2.045,0.417,1.894,6.257,0,0,0,0,0,0
Dayvinho,10.52,0,1.944,0.036,8.54,0,0,0,0,0,0
Istoryahee,10.018,0,0,0,0,3.241,1.939,1.884,0.892,0.007,2.055
Jackiieey,9.863,0,0,0,0,0,0.87,0.873,0.137,0.477,7.506
Afganu,9.747,0.76,0,0,0,0,0,0,0.118,2.009,6.86
hepizoj,9.57,9.57,0,0,0,0,0,0,0,0,0
Zork,9.544,0,0,0,0,0,0,9.544,0,0,0
Grisen,9.109,0,0.054,2.08,0.543,2.076,0.177,0.911,0,3.257,0.011
Kern,8.41,0,8.41,0,0,0,0,0,0,0,0
Edgar,7.949,6.194,0,0.279,0.047,0.001,0.186,0.055,0.073,0.0,1.114
flippingsleepyguy,7.616,0,0,0,0,0,0,7.616,0,0,0
Blafiora,7.504,0,0,0,0,0,3.628,0,3.855,0,0.021
Mongoose,6.999,0,0.0,0.965,6.034,0,0,0,0,0,0
Than-ice,6.926,0,0,0,0,0,0,0,3.712,0.95,2.264
Nyohnn,6.842,0,0,0,0,6.842,0,0,0,0,0
Bilbo,6.805,0,0,0.177,6.628,0,0,0,0,0,0
Dirigo,6.672,0,0,0,0,0,0,0.688,5.847,0.137,0
Campbell,6.429,6.429,0,0,0,0,0,0,0,0,0
Yver,6.286,0,0,0,0,0,0,0,0,6.286,0
StackieChan,6.228,0,0,0,0,0,0,0,6.228,0,0
Gazebo,6.008,0.13,5.878,0,0,0,0,0,0,0,0
Plikt,5.376,0,0,0,0,0,0,0,0,0.01,5.366
Ruin,5.139,0,0,0,0,0,0,3.895,1.244,0,0
The Damned,5.029,5.029,0,0,0,0,0,0,0,0,0
3min3m,4.842,0,0,4.842,0,0,0,0,0,0,0
Bazzaroony,4.729,0.023,0,0.09,0.158,2.236,0.697,0.221,0.031,1.27,0.003
MBison,4.593,0,0,0,0,0.083,0,0,0,1.29,3.22
LiragurL,4.533,0,0,0,4.533,0,0,0,0,0,0
Slater,4.523,0,0,0,0,0,0,0.028,0.666,3.829,0.0
Golrath,4.475,0,0,0,0,2.835,1.64,0,0,0,0
Skyite,4.471,0,0,0,0,0,0,4.151,0.32,0,0
Larschung,4.345,0.032,1.412,1.473,0.074,0,0.275,0.052,0.212,0.402,0.413
TonyPerkis419,4.237,0,0,0,0,0,0,0.031,0.0,4.206,0
Darkfate,3.877,0,0,0,0,0,0,0,0,0,3.877
Jaerock,3.816,3.816,0,0,0,0,0,0,0,0,0
chianwazhere,3.807,0,0,0,0,0.816,2.991,0,0,0,0
Charlie,3.762,0,0,3.762,0,0,0,0,0,0,0
Yawaaaaaaa,3.398,0,0,0,0,0,0,0,0,2.807,0.591
Thraynden,3.367,0,0,0,0,0,0,0,3.367,0,0
ModusPwnens,3.131,0,0,0,0,0,0,0,0,3.131,0
Toi2729,3.12,0,0,2.534,0.586,0,0,0,0,0,0
Kenshiro,2.979,0,0,0,0,0,0,0,0,2.256,0.723
Dark Monument,2.677,0,0,0.076,1.091,0.416,0.263,0.362,0.183,0.118,0.168
TwoCoats89,2.607,0,0.31,0.543,0.423,0.041,1.129,0.161,0,0,0
Greg Ostertag,2.567,0,0,0,0.111,1.781,0.675,0,0,0,0
Maestro,2.263,0,0,0,0,0,0,0,2.188,0.075,0
Mayong,2.242,2.242,0,0,0,0,0,0,0,0,0
Poopslingers,2.052,0,0,0,0,0,0,2.052,0,0,0
Maximus,2.013,0,0,1.914,0,0,0,0,0.018,0,0.081
Daesan,1.969,1.059,0.91,0,0,0,0,0,0,0,0
Misery,1.968,0,1.804,0.164,0,0,0,0,0,0,0
OrdoAbChao,1.965,0,0,0,0,0,1.014,0.0,0.951,0,0
NaUj,1.777,1.777,0,0,0,0,0,0,0,0,0
KDramaFan_0714,1.622,0,0,0,0,0,0,0,0,0,1.622
Will shoot Pagan Fire,1.526,0,0,0,0,0,0,0,0,1.526,0
Diamond3,1.506,0.693,0.061,0.033,0.704,0.015,0,0,0,0,0
OrlaVaer,1.23,0,1.23,0,0,0,0,0,0,0,0
Silverfern,1.141,0,0,0,0,0,0,0,0,1.141,0
vic,1.126,1.126,0,0,0,0,0,0,0,0,0
Conquering Addict,1.113,0,0,0,0,0,0,0,0,0,1.113
Yulwei,0.896,0,0,0,0,0,0.896,0,0,0,0
WarriorLXV,0.826,0,0,0,0.826,0,0,0,0,0,0
Dreydanis,0.825,0,0,0,0.825,0,0,0,0,0,0
Chaluchasu,0.82,0.82,0,0,0,0,0,0,0,0,0
Audio_Titan,0.819,0,0,0,0,0,0,0.819,0,0,0
Brambleshire,0.802,0,0,0,0,0,0,0,0.802,0,0
Spoofproof,0.755,0,0,0,0,0,0,0,0,0.755,0
Jormungandr,0.64,0,0,0,0,0,0,0.037,0.603,0,0
Doc Dankworte,0.621,0,0,0,0,0,0,0,0,0.621,0
rxc,0.616,0,0,0,0,0,0,0,0,0.616,0
shmonster,0.601,0,0,0.601,0,0,0,0,0,0,0
Silcram,0.565,0,0,0,0,0,0,0.565,0,0,0
DapperDanMan,0.516,0,0,0,0,0,0,0,0.516,0,0
Stratigos,0.494,0,0,0.181,0.313,0,0,0,0,0,0
hunter,0.494,0,0,0,0,0.007,0.487,0,0,0,0
Nathen,0.475,0,0,0,0.051,0,0,0.002,0.064,0.27,0.088
Darthbong,0.422,0,0,0,0.422,0,0,0,0,0,0
Rocks2Machs,0.42,0,0,0,0,0,0,0.42,0,0,0
Espiritus,0.364,0.364,0,0,0,0,0,0,0,0,0
Unrelentless,0.353,0,0,0,0,0,0,0,0.353,0,0
park,0.328,0,0,0,0,0,0,0.0,0,0.328,0
Scratchy,0.28,0,0,0.28,0,0,0,0,0,0,0
Fenoglio,0.275,0,0,0,0,0,0,0.275,0,0,0
Spectrall,0.264,0,0,0,0.264,0,0,0,0,0,0
Squidpaper,0.264,0,0,0,0,0,0,0,0,0.233,0.031
Vinski,0.264,0,0,0,0,0,0,0,0,0,0.264
Toki,0.237,0,0,0,0,0,0.237,0,0,0,0
illum3e,0.219,0,0,0,0,0,0,0,0,0.219,0
Torn,0.216,0,0,0,0,0,0,0,0,0.01,0.206
Redkozak,0.203,0,0,0.203,0,0,0,0,0,0,0
Nik_Fot,0.177,0,0,0,0,0.177,0,0,0,0,0
Cosmic,0.166,0,0,0.166,0,0,0,0,0,0,0
alison,0.152,0,0,0,0,0,0,0,0,0.107,0.045
ThePirateKing,0.149,0,0,0,0,0,0,0,0,0.149,0
TheLastVegan,0.138,0,0,0.138,0,0,0,0,0,0,0
Turnabell,0.137,0.137,0,0,0,0,0,0.0,0,0,0
ranseru,0.133,0,0,0,0,0,0,0,0.016,0.096,0.021
LBRZY,0.131,0,0,0,0,0,0,0,0,0.131,0
Gunnerland,0.123,0,0,0,0,0,0,0,0,0,0.123
JamesEna,0.118,0,0,0,0,0.118,0,0,0,0,0
Firesky,0.116,0,0,0,0,0,0,0,0,0.116,0
Entaroadun,0.108,0,0,0,0,0,0,0,0,0.025,0.083
Tristagi43,0.103,0,0,0,0,0.103,0,0,0,0,0
moth,0.093,0,0,0,0,0,0,0,0,0,0.093
BossB2,0.089,0,0,0,0,0,0,0,0,0,0.089
Versatus,0.08,0,0,0,0,0,0,0,0,0.08,0
Rootwalla,0.077,0,0,0,0,0,0,0,0.077,0,0
horyshet,0.066,0,0,0,0,0,0,0,0,0,0.066
FallenEccentrix,0.064,0.005,0.059,0,0,0,0,0,0,0,0
Spudguntechie,0.055,0,0,0.055,0,0,0,0,0,0,0
Elf’s On Crack,0.055,0,0,0,0,0,0,0,0,0,0.055
Dasubervega,0.054,0,0,0,0,0,0,0,0,0.054,0
IanTheWrong,0.05,0,0.05,0,0,0,0,0,0,0,0
Red Rocks,0.049,0,0,0,0.049,0,0,0,0,0,0
Wellertron,0.045,0,0,0,0,0,0,0,0,0,0.045
ryorge,0.044,0,0,0,0.044,0,0,0,0,0,0
Adiiane,0.04,0,0,0,0,0,0,0,0,0.04,0
RookieOG,0.039,0.039,0,0,0,0,0,0,0,0,0
Lokazi,0.032,0,0,0,0,0,0,0,0.032,0,0
mediiicaliii,0.031,0,0,0,0,0,0.031,0,0,0,0
Juxta,0.027,0,0,0,0,0.027,0,0,0,0,0
Lud,0.026,0,0,0.026,0,0,0,0,0,0,0
Semo,0.023,0.023,0,0,0,0,0,0,0,0,0
Alexander87,0.021,0.021,0,0,0,0,0,0,0,0,0
iSPAMz,0.018,0,0,0,0,0,0.018,0,0,0,0
CollectorEds,0.017,0,0,0,0,0,0,0.017,0,0,0
Dragon vally,0.016,0,0,0,0,0,0,0,0.016,0,0
Voldigar,0.011,0,0.011,0.0,0.0,0,0,0,0,0,0
cabbieTwoFive,0.008,0,0.008,0,0,0,0,0,0,0,0
illiter4te,0.008,0,0,0,0,0,0,0,0,0.008,0
Panpan,0.008,0,0,0,0,0,0,0,0,0.008,0
Roamin,0.006,0,0,0,0,0,0,0,0,0,0.006
Meowbits,0.005,0,0.005,0,0,0,0,0,0,0,0
armagedDON,0.005,0,0,0,0,0,0,0.005,0,0,0
Ro,0.003,0,0.003,0,0,0,0,0,0,0,0
Jdh,0.002,0,0.002,0,0,0,0,0,0,0,0
Apo Lakay,0.0,0.0,0,0,0,0,0,0,0,0,0
Skubasteve,0.0,0.0,0,0,0,0,0,0,0,0,0
CooldowN,0.0,0,0.0,0,0,0,0,0,0,0,0
Ezrek,0.0,0,0,0.0,0,0,0,0,0,0,0
SapheraKurenai,0.0,0,0,0.0,0,0,0,0,0,0,0
Margooni,0.0,0,0,0,0,0,0.0,0,0,0,0
Porkuslavia,0.0,0,0,0,0,0,0,0,0.0,0,0
MurkiMurk,0.0,0,0,0,0,0,0,0,0,0,0.0
33RPM,0.0,0,0,0,0,0,0,0,0,0,0.0
