jboy,82.64,3.749,8.339,1.73,1.712,7.77,3.325,10.969,6.271,10.658,7.032,1.48,0.542,8.64,5.181,1.735,3.507
JRog,81.861,27.934,0,0,34.716,0,0,0,0,0.005,2.492,16.714,0,0,0,0,0
Ivetza,81.628,10.063,4.729,12.591,1.563,10.164,1.237,8.666,2.678,8.207,7.84,5.724,5.387,1.124,0,0,1.655
Cloud Panda,81.528,0,6.108,12.957,3.732,10.557,0,0,0,0,0,18.628,0,10.428,9.007,2.978,7.133
Jocke,81.22,13.235,18.772,0.065,0,0,0,18.536,0.939,0,0,14.726,14.947,0,0,0,0
Craghack,81.062,25.858,2.33,0,0,0.026,5.854,7.51,5.336,1.358,2.217,3.923,8.167,8.536,0.326,9.621,0
Chunk,80.379,13.706,11.602,12.301,20.694,1.247,12.697,8.132,0,0,0,0,0,0,0,0,0
ModusPwnens,80.101,0,0,0,0,0,0,0,0,3.131,0,3.558,46.283,3.018,6.333,11.923,5.855
Freeze,78.959,1.119,14.771,10.075,8.821,9.054,6.858,19.523,8.281,0,0,0,0,0,0,0,0.457
Calvin,78.589,13.576,22.959,0,19.116,22.938,0,0,0,0,0,0,0,0,0,0,0
Phoenix,78.359,8.935,13.332,8.838,7.706,17.076,3.217,0,0,0,0,2.388,2.375,9.031,4.647,0.814,0
Pasi,75.896,0,0,0,0,0,0,0,0.07,3.673,10.608,8.905,45.493,3.344,0,2.334,1.469
DanTheMan,75.664,6.0,0,0.065,5.301,11.485,0.483,0.563,6.826,13.575,7.078,6.198,5.718,0.561,10.143,1.668,0
pakdee,71.617,0,0,0,0,0,0,5.301,4.526,12.613,0,5.81,15.056,1.948,5.504,2.823,18.036
Drads,69.03,7.522,9.857,1.577,3.956,7.465,0.031,2.282,0.001,2.48,5.183,4.382,6.864,15.277,1.775,0.097,0.281
Muggistan,68.024,16.239,36.038,15.135,0,0.612,0,0,0,0,0,0,0,0,0,0,0
ZachSmack,67.773,0,0.0,10.597,5.574,4.383,0,8.01,0,0,0,14.149,6.727,10.036,4.879,3.418,0
Rush2008,66.889,0,0,7.136,32.696,0.037,9.33,0.604,2.203,2.397,12.486,0,0,0,0,0,0
Sommarhydda,66.071,0.046,1.058,0.141,25.871,0.893,0.051,0,1.536,0.302,2.075,0,0.085,22.818,0.006,0.286,10.903
Gintokun,61.857,0.615,0,0.519,6.052,8.451,0,1.736,2.738,0.449,0,12.576,7.467,12.531,8.723,0,0
The Reaper,61.689,0,0,0,0,0,0,0,0,0,0,0,11.444,2.23,27.522,11.264,9.229
MattyVanHalen,61.45,16.708,16.962,4.102,2.012,4.248,7.707,9.711,0,0,0,0,0,0,0,0,0
Gorgh,60.399,12.082,5.229,22.322,0,0,11.299,2.774,0,0.959,2.012,0.0,3.722,0,0,0,0
Peabrain,59.976,8.075,8.379,1.423,1.257,9.759,5.72,7.732,17.631,0,0,0,0,0,0,0,0
mcgeeal,59.495,30.343,16.971,12.181,0,0,0,0,0,0,0,0,0,0,0,0,0
jahmes,59.462,0.624,1.145,5.021,5.344,11.414,0,0,0,0.09,5.451,1.877,22.799,0.098,0.1,5.499,0
Tjockochgammal,59.368,0,0,0,0,0,0,3.166,1.587,12.571,3.045,4.219,12.946,12.037,9.336,0.083,0.378
Esthera,58.609,11.916,4.927,10.229,2.909,3.849,13.641,2.716,5.897,0.096,2.024,0.009,0.074,0.222,0.003,0.037,0.06
Master Yoda,58.067,2.242,2.504,0.984,2.715,6.422,5.14,3.01,5.534,2.535,1.01,0,2.233,3.707,9.019,3.959,7.053
RJ,57.553,8.55,25.847,4.286,16.35,0,0,0,0,0,0,0,0,2.52,0,0,0
Sarmis,56.008,0,0,0,0,1.043,8.787,4.804,6.138,0.9,0,0,0,0,0.0,19.906,14.43
Jaerock,55.345,3.816,0,0,0,0,0,0,0,0,0,0,0.834,44.411,0.138,4.465,1.681
ahmamo,54.622,0,0,0,0,0,0,0,0,0,0,0,0,12.843,23.074,18.705,0
Zork,54.491,0,0,0,0,0,0,9.544,0,0,0,11.801,15.827,6.81,5.814,4.695,0
Kale,54.311,20.217,0,18.813,0,0,0,0,0,5.206,9.714,0,0,0,0,0.361,0
GreyKoan,54.171,32.328,21.139,0.704,0,0,0,0,0,0,0,0,0,0,0,0,0
Plikt,53.918,0,0,0,0,0,0,0,0,0.01,5.366,0,0,0,0,48.528,0.014
Kickern,53.379,0,0,0,0,0,0,0,19.794,23.389,10.196,0,0,0,0,0,0
Hamstah,53.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.537,20.504
Debus,52.334,31.965,19.046,1.323,0,0,0,0,0,0,0,0,0,0,0,0,0
Vovin,51.11,0.236,1.005,0.072,2.12,0.049,0.869,3.331,0.687,2.414,31.123,0.52,0.033,1.292,6.013,0,1.346
King Jota,50.486,0,0.0,7.344,20.903,4.25,8.527,1.401,3.705,0.415,0,0,0,0.0,0,3.941,0
Erix,50.125,11.928,3.155,3.204,1.036,0.351,5.694,8.552,2.114,14.091,0,0,0,0,0,0,0
DavetheGoliath,49.784,12.913,15.429,12.303,9.139,0,0,0,0,0,0,0,0,0,0,0,0
dCLCp,49.529,14.335,4.006,28.996,2.192,0,0,0,0,0,0,0,0,0,0,0,0
Mohammed #1,48.742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.986,26.756
Stevie Wonder,48.205,0,3.749,23.908,12.705,7.843,0,0,0,0,0,0,0,0,0,0,0
Ron1n,47.697,0,0,0,0,0.005,2.789,1.395,3.959,0.088,7.548,6.563,3.852,1.065,10.023,4.258,6.152
Riddlesinthedark,45.823,0,0,0,0,0.79,11.964,23.779,8.374,0.916,0,0,0,0,0,0,0
Full Garous,44.476,6.163,4.422,5.529,22.063,0.112,1.279,0,0.33,0.015,1.291,0.409,0,0.02,0.071,2.772,0
Maginot,44.153,0,0,0,0,0,0,0,0.018,7.372,9.935,4.068,3.013,9.385,5.105,1.69,3.567
Jean-Yves,43.503,0,0,0,0,0,0,0,0,0,0,0,24.715,6.448,4.877,4.813,2.65
Asanka456,43.474,0.479,9.887,0.094,14.917,0.633,0.621,1.198,0.0,1.127,0.004,0.071,0.067,8.371,0.008,0.261,5.736
Jeff,42.349,0,0,0,0,0,0,2.327,0.047,12.586,6.293,4.328,3.102,9.274,1.02,3.372,0
Disco,42.284,0,0,5.88,8.206,0.106,1.881,3.873,0.011,0,0,0,0,0,0.147,6.98,15.2
Yawaaaaaaa,42.183,0,0,0,0,0,0,0,0,2.807,0.591,9.63,11.769,8.265,8.923,0.198,0
SatansArsonMilitia,42.166,34.86,7.306,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jabba,41.484,0,0,0,0,0,0,0,0,41.027,0.457,0,0,0,0,0,0
Slater,41.138,0,0,0,0,0,0,0.028,0.666,3.829,0.0,4.969,5.197,1.623,24.155,0.599,0.072
squarewave,40.153,0.974,0,0,0.055,1.833,30.199,7.092,0,0,0,0,0,0,0,0,0
Ares Titan,39.712,0,0,8.635,0,0,0,0,2.883,0.926,1.064,2.119,0.051,2.647,5.596,7.871,7.92
Grisen,39.542,0,0.054,2.08,0.543,2.076,0.177,0.911,0,3.257,0.011,0.145,4.118,16.158,1.804,0.75,7.458
Char Siu,38.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.04,0
KDramaFan_0714,36.894,0,0,0,0,0,0,0,0,0,1.622,0,14.639,14.453,6.18,0,0
MustacheLess Luigi,35.219,20.992,3.067,2.822,0,0.948,3.449,0.0,3.846,0.095,0,0,0,0,0,0,0
Blade,35.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,9.475,25.59
Ronalddimen,33.667,0,0,0,0,0,0,0,0,0,0,0,2.164,5.446,8.309,6.327,11.421
Hanzogod666,32.82,0,0,3.439,13.684,7.665,8.032,0,0,0,0,0,0,0,0,0,0
Palaiyot,31.932,0,13.844,12.708,5.332,0,0,0,0,0,0,0,0,0,0,0,0.048
MurkiMurk,29.916,0,0,0,0,0,0,0,0,0,0.0,6.191,2.057,2.664,2.502,9.402,7.1
CountBrass,28.814,0,0,0,0,0,0,0,0,0,0,6.048,7.749,5.566,9.063,0.388,0
Justin,28.775,0,0.019,0,0,0.437,0,5.958,7.812,0.621,6.873,5.206,1.767,0.082,0,0,0
LraE,28.435,19.209,0.477,7.922,0.827,0,0,0,0,0,0,0,0,0,0,0,0
MeeSAX,27.974,10.087,2.615,0.043,0.084,1.607,4.754,0.107,5.193,0,0,2.418,1.066,0,0,0,0
lokiramza,27.728,11.042,15.768,0.115,0.802,0.001,0,0,0,0,0,0,0,0,0,0,0
NoMeTsChris,27.358,0,0,10.647,11.329,0,0,0,0,0,0,0,0,0,0,5.382,0
FacettedBag,26.871,0,0,0,0,0,0,0,26.871,0,0,0,0,0,0,0,0
Zar,26.87,26.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
edge,26.526,0,0,0,0,0,0,0,0,0,13.29,13.236,0,0,0,0,0
Thing Fish,26.199,0,0,0,0,0,0,0,0,0,0,2.501,0.767,22.17,0.761,0,0
BEKOBEH,26.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.065
Crichton,25.403,0,0.11,0.319,0.066,0,10.849,5.593,7.854,0.592,0.02,0,0,0,0,0,0
Xermaxm,24.124,0,0,0,0,0,0,0.023,3.52,0.461,8.889,11.231,0,0,0,0,0
Antler,24.077,0,0,0,0,0,0,0,0,0,0,0,0,0.469,4.017,3.472,16.119
LBRZY,23.962,0,0,0,0,0,0,0,0,0.131,0,0.1,8.04,3.74,0,5.431,6.52
Winterr,23.885,0.001,0.544,0.002,5.781,0.011,2.389,0.247,2.661,1.159,2.554,0,1.621,0.138,0.004,0.987,5.786
Istoryahee,23.814,0,0,0,0,3.241,1.939,1.884,0.892,0.007,2.055,0.125,2.674,0,0,0,10.997
Rask,23.613,0,0,0,0,7.004,15.063,1.546,0,0,0,0,0,0,0,0,0
GoodJob,22.91,0,11.661,6.728,4.521,0,0,0,0,0,0,0,0,0,0,0,0
LazyHermit,22.823,0,0,0,0,0,0,0,0,0,0,22.823,0,0,0,0,0
Vinski,22.539,0,0,0,0,0,0,0,0,0,0.264,3.357,3.478,0,0.06,14.494,0.886
w3bst3r,22.434,0,22.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chianwazhere,22.419,0,0,0,0,0.816,2.991,0,0,0,0,0,0,0,10.589,7.011,1.012
Maximus,22.411,0,0,1.914,0,0,0,0,0.018,0,0.081,2.01,5.937,2.282,2.69,0.589,6.89
Afganu,22.344,0.76,0,0,0,0,0,0,0.118,2.009,6.86,1.881,0.056,0.267,6.101,0.334,3.958
Than-ice,22.205,0,0,0,0,0,0,0,3.712,0.95,2.264,1.925,0.464,10.47,2.42,0,0
Killron,21.942,0,0,0,0,0,0,0,0,0,0,1.318,9.516,7.511,3.531,0.066,0
PinkTractorBeam,21.684,0,0,0,0,0,0,0,0,0,0,7.434,5.492,0,8.758,0,0
Campbell,21.533,6.429,0,0,0,0,0,0,0,0,0,3.468,8.606,1.23,0,1.032,0.768
Little Small Wee Bear,20.967,0,0,0,0,0,0,0,0,0,0,0,2.517,9.11,1.819,0.257,7.264
♥️,20.837,0,0,0,0,0,0,0,0,0,0,0,20.837,0,0,0,0
Bespoked,19.767,19.767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alarich,19.738,0,0,0,0,0,0,0,0,0,0,0,0,0,8.465,3.513,7.76
B,19.229,19.229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DyersEve,18.85,0,0,0,0,0,0,0,0,0,0,0,3.053,12.081,3.034,0.682,0
Parfittron,18.55,0,0,0,0,0,0.0,7.789,0,0,9.172,1.543,0,0,0.046,0,0
Jaune,17.734,9.297,7.805,0,0,0,0,0,0,0,0,0,0,0,0.632,0,0
Church of the Damned,17.711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.711
Bennett2018,17.659,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8.871,5.119,3.669
DnumroV,17.608,0,0,7.994,9.614,0,0,0,0,0,0,0,0,0,0,0,0
TeFinete,17.172,11.514,0,0.118,2.338,0.279,0.415,0.074,0,0.004,0.143,2.169,0,0,0.086,0.032,0
Nursey,16.422,0,0,0,0,0,0,0,0,0,0,0,0,0.106,16.316,0,0
King Titus,16.233,16.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mithrandir,16.099,3.12,1.374,3.757,7.838,0.01,0,0,0,0,0,0,0,0,0,0,0
slinzer,15.916,0,0,0,0,0,0,0,0,0,0,0.5,1.534,0.02,5.152,8.694,0.016
DeadEd,15.867,0,0,0,0,0,0,1.689,2.327,11.851,0,0,0,0,0,0,0
Lieke,15.623,0.12,0.195,0.324,0,0,0.282,3.397,3.863,4.38,0.065,0,0,0,0.327,1.708,0.962
Gil,15.536,9.481,5.874,0.181,0,0,0,0,0,0,0,0,0,0,0,0,0
ranseru,15.381,0,0,0,0,0,0,0,0.016,0.096,0.021,0.005,7.008,0.012,4.572,3.621,0.03
The Crystal Realm,15.184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.326,10.858
Lud,15.166,0,0,0.026,0,0,0,0,0,0,0,0,15.14,0,0,0,0
Drachetanzer,15.085,0,0,0,0,0,0,15.085,0,0,0,0,0,0,0,0,0
dtql,14.92,0,0,0,0,0,0,0,0,0,14.92,0,0,0,0,0,0
TonyPerkis419,14.566,0,0,0,0,0,0,0.031,0.0,4.206,0,0.802,0.117,0.136,0,0,9.274
Popycorn,14.324,14.324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adawadt,14.311,0,0,0,0,0,0,0,0,0,0,0,0,5.524,3.784,3.11,1.893
Wickerman,14.138,0,0,0,0,0,0,0,0,0,0,0.14,3.425,2.339,1.795,0.0,6.439
spoonman,14.133,0,0,0,0,0,0,0,0,0,0,0,0,0,7.054,0,7.079
TimR,13.996,0,0,0,0,0,0,0,0,13.996,0,0,0,0,0,0,0
Benzer,13.89,0,0,0,0,0,0,0,0,0,0,0,0,5.958,7.932,0,0
illiter4te,13.545,0,0,0,0,0,0,0,0,0.008,0,2.052,11.483,0.002,0,0,0
Jackiieey,13.396,0,0,0,0,0,0.87,0.873,0.137,0.477,7.506,0.018,0.202,1.062,0.544,0.129,1.578
G-13,12.895,0,0,0,0,0,0,0,0,0,0,0,0,12.51,0.203,0.182,0
Kakadrea,12.863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.863
Mr. Pants,12.768,0,0,0,0,0,0,0,0,0,0,0,0,0,0.837,3.975,7.956
Leeroyta,12.471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.471
JamJoam,11.914,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971,0,10.943
Thrice_Great,11.636,0,0,0,0,0,0,0,0,0,0,11.636,0,0,0,0,0
Dein,11.389,0,0,0,0,0,0,0,0,0,0,0,0,0,1.887,9.061,0.441
Bazzaroony,11.248,0.023,0,0.09,0.158,2.236,0.697,0.221,0.031,1.27,0.003,3.51,2.528,0.481,0,0,0
Kenshiro,11.014,0,0,0,0,0,0,0,0,2.256,0.723,7.228,0.326,0,0.347,0,0.134
renegade,10.959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.761,8.198
Conquering Addict,10.882,0,0,0,0,0,0,0,0,0,1.113,2.66,0.28,1.473,4.059,0.044,1.253
33RPM,10.839,0,0,0,0,0,0,0,0,0,0.0,10.839,0,0,0,0,0
LiragurL,10.723,0,0,0,4.533,0,0,0,0,0,0,0,5.547,0.626,0.017,0,0
Oceanu,10.613,2.045,0.417,1.894,6.257,0,0,0,0,0,0,0,0,0,0,0,0
Dayvinho,10.52,0,1.944,0.036,8.54,0,0,0,0,0,0,0,0,0,0,0,0
Edgar,10.457,6.194,0,0.279,0.047,0.001,0.186,0.055,0.073,0.0,1.114,0.975,0.009,0,1.512,0.012,0
Will shoot Pagan Fire,10.217,0,0,0,0,0,0,0,0,1.526,0,0,0,0.962,1.085,4.117,2.527
