Cronel, 48.098, 17.560249621126346, 23.08493357942527, 0.7747282460704983, 4.4382674387060455, 0.7082080245255202, 1.5316931070277557
Dark towers, 48.05, 15.14340585642866, 28.196416497633535, 0.3381873853717713, 2.9849096770585386, 0.2938036667131297, 1.0928863743824695
Tidnab, 47.786, 20.913825840054347, 16.251478158776667, 0.36207267999674964, 1.9791101637102073, 2.1033406579604224, 6.175740085543944
Saccora, 44.815, 23.779547790339155, 8.035467069977742, 0.01056318947331882, 2.179509667504641, 0.8097149157515253, 10.0
Crazy Elf, 42.888, 16.328692493946733, 23.061515653398345, 0.0015315757181643503, 1.9733009834002122, 0.36204542139519846, 1.1608215262039467
Grapes of Math, 41.546, 14.389360182556132, 13.984074231343337, 2.411066074862516, 1.5573284841833266, 0.4981130082917076, 8.706406013076158
Templeman, 41.287, 13.949627223160938, 22.10612742983363, 0.008983160189967488, 0.8897099373771349, 0.5591612393581462, 3.7733357246506776
Downrightdave, 40.075, 14.456425174630272, 17.25036668488108, 1.2059827899526654, 1.4710675812690068, 1.4048361782152188, 4.285838509991902
AgFx, 34.917, 13.416482310519623, 14.518926635392011, 1.8922418272400943, 1.7753986978098981, 1.1748788619278885, 2.1387072755830197
SatansArsonMilitia, 34.86, 5.399385092410333, 27.184087088575616, 0.6094110074084838, 0.6526865933386676, 0.07865451849284949, 0.9356572590068424
Rush, 33.706, 12.888780984897313, 12.083669566874807, 0.2625530019048217, 3.1062209585006966, 1.041786937677004, 4.3232843656759
GreyKoan, 32.328, 18.029269078683786, 8.637079806758054, 0.03616384981845558, 3.906505221546575, 0.6756750650847818, 1.0430491470062337
Debus, 31.965, 16.75024387269845, 12.589015186759758, 0.19242567194285143, 0.8084705643241462, 1.295078286902743, 0.3292952679090647
Soup, 30.458, 9.241142195202675, 13.555288354449083, 0.017970253592578096, 0.3632071358922975, 0.6727843357732067, 6.6075359105212526
mcgeeal, 30.343, 11.829894437960528, 11.90987559499944, 0.3204626679379631, 3.7906401670162433, 1.3448315606669037, 1.1475605845683943
MannoWrath, 30.14, 3.1230947445433483, 25.773722016487707, 0.048916355999362664, 0.807540405464833, 0.2390886006141434, 0.14728340914896276
Merf, 29.953, 9.72573031163447, 17.769133450740167, 0.13798464945821617, 1.4517076654283456, 0.27264703653581013, 0.5954923668063413
Virchue, 29.429, 2.068345323741007, 25.374975822200266, 1.7826250046948242, 0.03881921019216345, 0.16381678488477602, 0.0
Jcinnz, 28.239, 13.801235041022872, 8.892071711776945, 0.0, 0.8612189133310666, 0.5548446411258217, 4.130076793895619
JRog, 27.934, 7.445520581113802, 10.44251999496989, 4.6197763967066265, 3.759359285444978, 0.01856848493567014, 1.6481067831890392
Vran, 27.754, 0.6643353597993277, 26.365752449782075, 0.5757712664712746, 0.01780261238889582, 0.12999908809047675, 0.0
